customer_node,node_name,customer_number,customer_name_1,customer_name_2,country,city,region,postal_code,house_number_and_street,first_telephone_number,email_address,dso_type_2
"","",0041517982,Dr. Corey Rubinoff,"",CA,Burlington,ON,L7L 6A3,34 Glenayr Road,416-590-2828,"",Private Practice
"","",0041521991,Dr. Fadi Kheder,"",CA,Peterborough,ON,K9H 3R4,474 George St. N.,705-748-9993,info@Peterboroughfamilydentistry.com,Private Practice
"","",0041522099,DRE. SYLVIE KIMMEL,"",CA,MIRABEL,QC,J7J 2K8,201- 13714 BOUL. CURE-LABELLE,450-433-7000,dresylviekimmel@gamail.com,Private Practice
"","",0041515850,Dr. Mo Javaid,"",CA,STONY PLAIN,AB,T7Z 1V5,4915B 44 AVENUE,780-591-2800,"",Private Practice
"","",0041515965,Dr.Genevieve Boudreault,"",CA,QUEBEC,QC,G3G 1R2,1593 Rue Jacque-Bedard,418-849-7144,genevieve.boudreault@hotmail.com,Private Practice
"","",0041512690,DR. ETIENNE MICLETTE,"",CA,JONQUIERE,QC,G7X 6L1,2407 Rue Saint-Dominique,418-547-9381,"",Private Practice
"","",0041513429,DR. JEAN LEE,"",CA,BROSSARD,QC,J4X 1C2,8050 BOULEVARD TASCHEREAU,450-466-6565,"",Private Practice
"","",0041513275,GUILLAUME MADORE DENTUROLOGISTE,"",CA,RICHMOND,QC,J0B 2H0,109 RUE COITEUX,819-481-1454,"",Private Practice
"","",0041514317,DR. KOMAL JAIN,"",CA,MISSISSAUGA,ON,L5B 1H7,73 DUNDAS STREET WEST,905-232-6588,"",Private Practice
"","",0041513120,Dr. Renate D. Simmons,"",CA,Nanaimo,BC,V9T 1W1,27-3200 Island Highway North,250-758-5252,"",Private Practice
"","",0041514858,DR. JAMES CHIN KO,"",CA,MARKHAM,ON,L3R 0M3,115-3601 HIGHWAY 7,416-560-5119,james.ch.ko@gmail.com,Private Practice
"","",0041514650,DR. JIM GRISDALE,"",CA,RICHMOND,BC,V7C 5L9,800 - 6091 GILBERT ROAD,604-248-8650,"",Private Practice
"","",0041517105,Dr. Ioana Neinstein,"",CA,Toronto,ON,M4S 1Z8,2005 A Yonge Street,416 489 4894,leb.ioana@gmail.com,Private Practice
"","",0041516472,ADAM PERRINS,"",CA,NORTH VANCOUVER,BC,V7R 4T6,5604 SUMAC PL,778 686 1631,"",Private Practice
"","",0041519122,DR. MANDY KARKAN,"",CA,VERNON,BC,V1T 1P1,204 - 3210 25TH AVENUE,250-558-5005,info@coronadental.ca,Private Practice
"","",0041522543,TOOTH HAVEN DENTAL CARE,"",CA,MISSISSAUGA,ON,L5R 3P6,4-460 BRISTOL ROAD WEST,647 636 4292,TOOTHHAVEN22@GMAIL.COM,Private Practice
"","",0041522664,DALHOUSIE DENTAL CENTER,"",CA,OTTAWA,ON,K1N 7E2,230 DALHOUSIE STREET,613-233-8558,drmichelbrunet@rogers.com,Private Practice
"","",0041514431,DR. ROY RAVIV,"",CA,MONTREAL,QC,H3W 3C7,5625  Décarie  Boulevard,514 251 0251,royraviv@yahoo.com,Private Practice
"","",0041522681,DENTUROLOGISTES THERIAULT ET POMERL,"",CA,RIVIERE-DU-LOUP,QC,G5R 1E2,193 RUE FRASER,(418) 862-2780,tpdenturo@yahoo.ca,Private Practice
"","",0041518761,DR. CHRIS DI PONIO,"",CA,WINDSOR,ON,N8T 3N6,3 - 6925 ENTERPRISE WAY,519-948-4119,"",Private Practice
"","",0041517574,DR.STUART A. MACDONALD,"",CA,GLACE BAY,NS,B1A 3C1,126 COMMERICIAL STREET,902-849-0507,"",Private Practice
"","",0041515150,DR ELIE SABBAH,CENTRE DENTAIRE BOIS DE BOULOGNE,CA,MONTREAL,QC,H3M 3E3,1570 HENRI BOURASSA OUEST,514-336-8478,"",Private Practice
"","",0041512588,SHEAMUS KEARNS,"",CA,RIVERVIEW,NB,E1B 5J9,528 PINEWOOD ROAD,506-388-3775,"",Private Practice
"","",0040567382,ESTHETIK-ART INC.,"",CA,QUEBEC,QC,G1M 3K2,200 - 999 BOUL PIERRE BERTRAND,418-651-6255,"",Private Practice
"","",0041504631,DR NANA SOGOMONIAN,"",CA,NORTH YORK,ON,M2R 1M1,11-184 FINCH AVE W.,416-222-9090,"",Private Practice
"","",0041503945,M. Pierre Favreau,"",CA,SALABERRY-DE-VALLEYFIELD,QC,J6S 5C6,200 - 70 RUE O'KEEFE,450-371-9016,"",Private Practice
"","",0041507256,DR. TERRY DAVIS,"",CA,STOUFFVILLE,ON,L4A 7X5,104 - 37 SANDIFORD DR,905-640-1144,tbdavis@rogers.com,Private Practice
"","",0041504924,DR. GERALD RUDICK,"",CA,MONTREAL,QC,H3S 1R5,3546 VANHORNE,514-342-0611,"",Private Practice
"","",0041512138,DR. NATASHA TAM,"",CA,COQUITLAM,BC,V3J 3R3,1952 COMO LAKE AVENUE,604-936-8022,"",Private Practice
"","",0041512470,DR DAVID BUTLER,"",CA,ST. JOHN'S,NL,A1E 2E2,644 TOPSAIL RD,709-368-1431,"",Private Practice
"","",0041508378,HI-DENTECH,"",CA,PIERREFONDS,QC,H9H 3E4,4919 SAINT CHARLES BOULEVARD,514 209 7852,info@labhdt.com,Private Practice
"","",0041504005,Dr. Sudhamayi Subbanna,"",CA,Hamilton,ON,L8M 1M6,921 Main St E,905-544-6424,"",Private Practice
"","",0041506810,DR. GORDANA LUKIC,"",CA,TORONTO,ON,M6S 4W1,203 - 2323 BLOOR STREET W.,416-604-0647,"",Private Practice
"","",0041511080,WOODBINE CENTRE DENTAL,"",CA,ETOBICOKE,ON,M9W 6K5,N010 - 500 REXDALE BOULEVARD,416-675-0422,"",Private Practice
"","",0041501823,Dr. Christine Martel,"",CA,Montmagny,QC,G5V 3A6,89 Boul Tache Ouest,418-248-8330,"",Private Practice
"","",0041505571,Mr Ian Ringrose,"",CA,RENFREW,ON,K7V 1M7,217 Plaunt Street South,613-432-4831,"",Private Practice
"","",0041508965,DR DANIEL PETERS,"",CA,MONT-ROYAL,QC,H3P 3E5,150 - 1240 AVE BEAUMONT,514-345-9211,"",Private Practice
"","",0041503401,Dr. Evelyn Yeh,"",CA,TORONTO,ON,M1V 5P6,23 - 5651 STEELES AVE E.,416-291-9627,evelynelyeh@yahoo.ca,Private Practice
"","",0041508458,DR. GENE SOLMUNDSON,"",CA,WINNIPEG,MB,R3K 0Z1,3278 PORTAGE AVE,204-958-4444,"",Private Practice
"","",0041500016,Absolutely Denture,"",CA,Mississauga,ON,L5L 4L1,34-3105 Unity Drive,905-569-9099,"",Private Practice
"","",0041522697,DENTISTRY AT BRENTWOOD,Dr.RAJ S VIRK,CA,Burnaby,BC,V5C 0K3,1314 - 4525 LOUGHEED HWY,604-299-4206,INFO@DENTISTRYATBRENTWOOD.COM,Private Practice
"","",0041524841,CDI College,SEWITA NOSIRSHAH,CA,SURREY,BC,V3V 4V2,11125 124th Street,604 585 8585,Sewita.nosirshah@cdicollege.ca,Private Practice
"","",0041510308,Dre Caroline Bennett,"",CA,BOUCHERVILLE,QC,J4B 5V9,202 - 1000 BOUL. MONTARVILLE,450 449-0353,"",Private Practice
"","",0041507697,DR. SCOTT CONNORS,"",CA,VICTORIA,BC,V8W 2E1,306 - 1175 DOUGLAS STREET,250-383-3741,"",Private Practice
"","",0041501691,Dr. Henry Levant,"",CA,Toronto,ON,M5G 1E2,801-123 Edward St,416-597-9900,"",Private Practice
"","",0041500003,1A Laboratoire Dentaire,"",CA,MONTREAL,QC,H3X 1V6,110-5440 Queen Mary Road,514-484-9881,"",Private Practice
"","",0041504334,JAN LEFEBER DENTURE CLINIC,"",CA,COMOX,BC,V9M 1R9,204 - 1819 BEAUFORT AVE,250-339-7233,"",Private Practice
"","",0041507960,DRE CAROLINE PRUD'HOMME,"",CA,SAINTE-JULIE,QC,J3E 2T6,1950 CHEMIN DU FER A CHEVAL,450-649-0202,"",Private Practice
"","",0041510130,DR. STEVEN LAM,"",CA,BURNABY,BC,V5H 4J2,486 - 4800 KINGSWAY,604-454-1800,"",Private Practice
"","",0041509652,DR. MARC THERIAULT,"",CA,QUEBEC,QC,G2E 5W2,202 - 6385 BL WILFRID HAMEL,418-871-3535,"",Private Practice
"","",0041504045,Dr. Janice L. Brennan,"",CA,VANCOUVER,BC,V5Z 1K1,902-805 West Broadway,604-872-2525,"",Private Practice
"","",0041508619,DR. JEFFERY SCHAU,"",CA,WINNIPEG,MB,R3C 3J5,420-233 KENNEDY STREET,204-943-7271,"",Private Practice
"","",0041519218,Dr. Marco Silva,"",CA,GATINEAU,QC,J9H 3L3,48 rue Principale,819 685 9499,email@prestige-dental.ca,Private Practice
"","",0041502146,Dr. John Pavezka,"",CA,Ottawa,ON,K1M 1J1,120 Julianna,613-741-9184,"",Private Practice
"","",0041522558,Dr. Harbuksh Sekhon,Residence,CA,EDMONTON,AB,T5T 2B8,8507-174 STREET NORTHWEST,780-708-0585,"",Private Practice
"","",0041523028,BRAHMS DENTAL LAB,BRAHMS DOHERTY,CA,BURLINGTON,ON,L7L 0A1,50 EAST STREET,800-555-4444,JARED34@GMAIL.COM,Private Practice
"","",0041522604,KM Dental,Dr. Karnjit Mangat,CA,Brampton,ON,L6P 4K8,B1-9995 McVean Drive,905 913 1003,contact@kmdentalgroup.com,Private Practice
"","",0000042649,SMILE FIRST CORPORATION,DR. AZIM PAREKH,CA,RICHMOND HILL,ON,L4B 2N5,91 GRANTON DRIVE,877-270-3077,info@smilefirstcorp.com,Private Practice
"","",0041524775,North Garden Dental,Jacob Rubner,CA,WHITBY,ON,L1R 3A4,3975 GARDEN STREET,"",rubnerjacob@gmail.com,Private Practice
"","",0041524899,HANOVER DENTAL SEDATION,DR.BILAL PARACHA,CA,HANOVER,ON,N4N 3B4,488 20th AVENUE,226 257 8888,Admin@hanoverdentalsedation.com,Private Practice
"","",0041524425,JANE AND FINCH DENTAL,SANJEEV KUMAR,CA,NORTH YORK,ON,M3N 2V3,2011 FINCH AVE WEST,416-734-4227,drsanjeevkumardentistry@gmail.com,Private Practice
"","",0041518490,CENTRES DENTAIRES LAPOINTE,DR. MARICE ASSERAS,CA,BROSSARD,QC,J4Y 0G4,60-8900 BOULEVARD LEDUC,800-527-6468,"",Private Practice
"","",0041516401,DC DENTAL,DR. DAVID CHIANG,CA,MARKHAM,ON,L3S 0B5,70-71 - 30 NEW DELHI DRIVE,905-554-1000,"",Private Practice
"","",0041519626,OUTLOOK DENTAL CLINIC,DR. ABE CHAULKA,CA,OUTLOOK,SK,S0L 2N0,305 FRANKLIN STREET,306-867-8226,outlookdentalclinic@gmail.com,Private Practice
"","",0041518913,NYS DENTAL CENTRE,"LAWRENCE GROSSMAN, DDS",CA,North York,ON,M3L 1B2,1700 Avenue Wilson,416-244-5638,drpain@roger.com,Private Practice
"","",0041523992,DR. ERIC KONG,DR. ERIC KONG,CA,VANCOUVER,BC,V5V 3N4,3537 MAIN STREET,604 872 6027,dr.ericctkong@gmail.com,Private Practice
"","",0041524495,AARM HOLDING LIMITED,Dr .JIM ARMSTRONG,CA,Vancouver,BC,V6Z 1B9,913 DAVIE ST,604 602 0060,Financeaarm@telus.net,Private Practice
"","",0041522277,CLINIQUE DENTUROLOGIE MORENCY,MME ANNIE MORENCY,CA,JONQUIERE,QC,G7X 5W8,2281 RUE SAINT-HUBERT,418-542-3551,martin_girard77@hotmail.com,Private Practice
"","",0041515121,DQS DENTAL CARE,DR. MAHSA ROSTAMI,CA,CALGARY,AB,T3E 4M1,2508 RICHMOND ROAD SW,403-686-2225,"",Private Practice
"","",0041513627,ZZ_CRESTWOOD DENTAL CLINIC,DR. NEIL NICHOLS,CA,MEDICINE HAT,AB,T1A 1Z8,200-1899 DUNMORE SOUTHEAST,403-526-0777,"",Private Practice
"","",0041513839,DR. E MANEA DENTISTRY PROF. CORP.,DR.  ECATERINA MANEA,CA,VAUGHAN,ON,L4H 0P6,7-6175 HIGHWAY 7,416-743-2685,"",Private Practice
"","",0041519934,SUNCREST DENTAL,"EMILY NGUYEN, DDS",CA,ORANGEVILLE,ON,L9W 2E3,61 FIRST STREET,519-941-5488,SUNCRESTDENTAL@GMAIL.COM,Private Practice
"","",0041521889,KINGS MILL DENTAL,DR. SUSAN HUXTABLE,CA,TORONTO,ON,M8X 1B3,2877 BLOOR STREET WEST,416-233-1286,INFO@KINGSMILLDENTALHYGEINE.CA,Private Practice
"","",0041522443,ANNMARY BARTOLOVIC DENTURE SERVICES,ANNMARY BARTOLOVIC,CA,WINDSOR,ON,N8X 4Z1,2676 JACOB DRIVE,519-991-3405,AMBDENTURESERVICES@GMAIL.COM,Private Practice
"","",0041523172,DR. MARUT PATEL DENTISTRY PRO CORP,MARUT PATEL,CA,ORANGEVILLE,ON,L9W 4X3,16 EAST VIEW CRES,437-982-8209,MARUTPPATEL@GMAIL.COM,Private Practice
"","",0041523346,DR. DRE AUDREY LEPINE,CLINIQUE DENTAIRE DRE AUDREY LEPINE,CA,LACHUTE,QC,J8H 3K9,46 BOULEVARD PROVIDENCE,450-562-0277,dentiste@lepinebernier.com,Private Practice
"","",0041518997,SHERIDAN DENTAL,DR. FRANCES HADIPRANOTO,CA,MISSISSAUGA,ON,L5K 1T9,44C - 2225 ERIN MILLS PKY,905 822 8288,FVHADIPRANOTO@GMAIL.COM,Private Practice
"","",0041515957,YARMOUTH DENTAL GROUP,DR. TONY BOUDREAU,CA,YARMOUTH,NS,B5A 1K1,615 MAIN STREET,"","",Private Practice
"","",0041519015,DENTISTRY ON AIRPORT,"PETER FUZY, DDS",CA,NORTH BAY,ON,P1B 8W8,391 AIRPORT ROAD,705-472-1771,FUZY.DENTISTRY@GMAIL.COM,Private Practice
"","",0041514756,DR. JONATHAN ROY,CENTRE-DENTAIRE ST-ANTOINE,CA,ST-JEROME,QC,J7Z 7M2,1 - 1230 BOUL. ST-ANTOINE,450-436-2520,"",Private Practice
"","",0041501842, ZZ do not use Dr. Barry R. Markham,Retired sold to 41510232,CA,London,ON,N6A 1V3,273 Oxford Street E.,519-679-1800,"",Private Practice
"","",0041503572,United Dental Lab,Attn: Ken Hung,CA,SCARBOROUGH,ON,M1W 3A7,9 Chapleton Cres.,416-992-3788,"",Private Practice
"","",0041501509,Richard Desjardins Inc.,Laboratoire Dentaire,CA,SHERBROOKE,QC,J1G 1M4,1103 Rue Du Conseil,819-562-2220,"",Private Practice
"","",0041503027,NEW STREET DENTAL CARE,DR. PETER YUNE,CA,BURLINGTON,ON,L7L 1V4,5164 NEW ST,905-637-5193,"",Private Practice
"","",0041515143,Sunningdale Dental Centre,DR DAVID AIELLO DPC & DR BRAD CARSO,CA,LONDON,ON,N6H 5B3,607 FANSHAWE PARD RD WEST,519-471-7373,"",Private Practice
"","",0041510828,DR. WILLIAM KENT,"",CA,BOWMANVILLE,ON,L1C 1P6,109 - 222 KING ST E,905-623-7349,"",Private Practice
"","",0041511137,DR. CYNTHIA SIMON,"",CA,KANATA,ON,K2L 1V1,6 - 457 HAZELDEAN RD,613-836-5969,"",Private Practice
"","",0041511522,FRANK ODORICO DENTURE CLINIC,"",CA,HAMILTON,ON,L8N 1T8,306 - 1 YOUNG ST,905-522-3355,"",Private Practice
"","",0041510860,DR. NOEL ANANTHAN,"",CA,GEORGETOWN,ON,L7G 6G4,3 - 221 MILLER DR,905-873-2121,"",Private Practice
"","",0041511192,DR. JOSEPH MENDOLIA,"",CA,WOODBRIDGE,ON,L4L 1S6,1 - 4585 HWY. 7,905-264-8221,"",Private Practice
"","",0041503991,Dr. Amarjot K. Gill,"",CA,Brampton,ON,L6X 5E9,"110 PERTOSA DR.,  UNIT 1",905-456-2726,"",Private Practice
"","",0041508617,DR KENT ORLANDO,"",CA,WOODSTOCK,NB,E7M 1L2,255 B CONNELL ST,506-328-8405,"",Private Practice
"","",0041509155,MAPLE DENTURE CLINIC,"",CA,MAPLE,ON,L6A 3Y8,10083 KEELE ST,905-832-6445,"",Private Practice
"","",0041508909,DR. KAMAL VERMA,"",CA,SASKATOON,SK,S7K 5W1,129A PINEHOUSE DR,306-933-0466,kamverma@shaw.ca,Private Practice
"","",0041500594,Dr. Ajay Singh,"",CA,Toronto,ON,M2J 1W6,2027 Sheppard Avenue East,416-494-1400,smileclinictoronto.reception@gmail.com,Private Practice
"","",0041503571,Dre. Geneviève Guertin,"",CA,MONTREAL,QC,H3T 3J4,C-210 - 2900 Edouard Mont Petit,514-343-6754,genevieve.guertin@umontreal.ca,Private Practice
"","",0041504310,DR. SUSAN A DE GUZMAN,DIGIDENT DENTAL GROUP,CA,RICHMOND,BC,V6X 2C4,110 - 4651 NO. 3 RD,604-244-8749,"",Private Practice
"","",0041505837,Phillips and Rempel Denture Clinic,Mr Brent Rempel,CA,SASKATOON,SK,S7K 2B8,2-301 2nd Ave N.,306-242-5088,"",Private Practice
"","",0041508045,DR. A. JAIN,"",CA,VANCOUVER,BC,V5L 2Y6,1 - 1701 GRANT STREET,604-251-1322,"",Private Practice
"","",0041502766,DR. ALLA DEKTEROV,Dentistry by Dekterov,CA,Stony Plain,AB,T7Z 1L1,400-4305 South Park Drive,780-963-4885,"",Private Practice
"","",0041504143,do not use see 41507452,"",CA,Victoria,BC,V8V 4N6,644 MOSS STREET,250-818-9284,"",Private Practice
"","",0041504101,Dr. Aricelli Silva,"",CA,Hamilton,ON,L9A 5C5,4-920 Upper Wentworth Street,905-385-0040,"",Private Practice
"","",0041505764,Dr. Brian Jutlah,"",CA,MISSISSAUGA,ON,L5H 3A1,207 - 1107 LORNE PARK RD,905-271-0174,"",Private Practice
"","",0041506824,DR EVA FABRE,"",CA,SAINT-BRUNO,QC,J3V 1Y6,1501 PLACE HOTEL DE VILLE,450-653-4050,"",Private Practice
"","",0041504404,Dr. Daljit Virk,"",CA,BRENTWOOD BAY,BC,V8M 1P9,111 - 7088 WEST SAANICH ROAD,250-652-3723,"",Private Practice
"","",0041508238,DR. MAURICE MACALUSO,"",CA,LACHINE,QC,H8S 2E4,1525 RUE NOTRE DAME,514-634-1911,mau.macaluso@sympatico.ca,Private Practice
"","",0041509918,DR. DAVID SPENCER,"",CA,GUELPH,ON,N1E 3R6,7 RIVERVIEW DR.,519-824-8250,"",Private Practice
"","",0041509995,DR. ROB BIZLEY,"",CA,PORT COLBORNE,ON,L3K 2Z6,101 KENT ST,905-834-4244,"",Private Practice
"","",0041506524,MR SYLVAIN ROCHELEAU,"",CA,VAL-D'OR,QC,J9P 1R7,267  3E AVENUE,819-824-4257,"",Private Practice
"","",0041505424,Dr. Robert Axelrad,"",CA,BRAMPTON,ON,L6T 3J1,121 - 40 Finchgate Blvd,905-791-3867,"",Private Practice
"","",0041508182,DR. HEATHER DOWLING,"",CA,DELTA,BC,V4C 6P5,225 - 7337 120TH STREET,604-597-8255,"",Private Practice
"","",0041510184,DR. CORRINE T L CONTANT,"",CA,NIAGARA FALLS,ON,L2J 2K5,3521 PORTAGE RD,905-356-1623,"",Private Practice
"","",0041509726,DRE LINDA LE,"",CA,VAUDREUIL-DORION,QC,J7V 7X4,144-25 BOUL. DON-QIUCHOTTE,514-425-4256,"",Private Practice
"","",0041501420,SIERRA DENTAL CENTRE,DR MURRAY KNEBEL,CA,Calgary,AB,T3H 3P8,5982 Signal Hill Center SW,403-297-9600,accounting@sierradental.ca,Private Practice
"","",0041501134,DR NEERAJ K GULATI,"",CA,HAMILTON,ON,L8N 1C4,101 - 415 KING ST E,905-522-2467,gulatin@hotmail.com,Private Practice
"","",0041514081,DR. MELVIN KROPINAK,"",CA,CHEMAINUS,BC,V0R 1K5,8019 CHAMAINUS ROAD,250-246-9495,ashley.wilson@hulhetUN.ca,Private Practice
"","",0041514272,DRE CATHERINE NORMAND,"",CA,Chicoutimi,QC,G7H 6B9,305-874 Boul De L'Universite E,418-549-3573,"",Private Practice
"","",0041519472,DERNA DENTAL,DR DR. GHEITH BEN-KHAIAL,CA,SURREY,BC,V3S 2W7,105-15953 FRASER HIGHWAY,604-543-9191,RECEPTION@DERNADENTAL.COM,Private Practice
"","",0041517238,Dr. Scott Thordardson,"",CA,Midway,BC,V0H 1M0,571 Florence Street,250 449 2311,"",Private Practice
"","",0041513197,WINKLER DENTAL CLINIC,Barb Wiebe,CA,WINKLER,MB,R6W 4B5,500 MAIN STREET,204-325-4343,"",Private Practice
"","",0041513766,DR. ROBERT CLARK,"",CA,CHATHAM,ON,N7M 1P2,166 RICHMON STREET,519-354-8100,"",Private Practice
"","",0041514421,PACIFIC ORAL HEALTH CENTRE,DR. HARINDER DHANJU,CA,SURREY,BC,V3Z 0G1,300 - 15850 24TH AVENUE,604-536-2700,cda@pohs.ca,Private Practice
"","",0041522266,KOSTER DENTURE CLINIC,"",CA,WINNIPEG,MB,R2H 0T4,2 - 170 MARION STREET,204-589-3337,info@kosterdentureclinic.ca,Private Practice
"","",0041502338,Dr. Richard Rhee,"",CA,Burlington,ON,L7M 3Z5,4-1450 Headon Rd.,905-332-6433,"",Private Practice
"","",0041525641,Dr. Joy Carmichael,"",CA,QUISPAMSIS,NB,E2E 3R6,36 PETTINGILL ROAD,506-848-5131,stjohnperioreception@gmail.com,Private Practice
"","",0041502660,Dr. Judy Sturm,"",CA,Toronto,ON,M5S 1M2,1202-77 BLOOR ST W.,416-967-4212,"",Private Practice
"","",0041510040,OMS Group-Vancouver,Dr Ken Chow,CA,VANCOUVER,BC,V6H 1E2,801 - 1055 WEST BROADWAY,604-879-6106,vancouver@omsgroup.ca,Private Practice
"","",0041518364,QT DENTAL,DR. NORA EL-MOWAFY,CA,MISSISSAUGA,ON,L5B 1B7,77 QUEENSWAY WEST,905 896 3622,noraelmowafy@gmail.com,Private Practice
"","",0041521081,METAVERSE DENTAL CLINIC,DR. VIKHAR AHMED,CA,Scarborough,ON,M1H 1A7,5-3340 Lawrence Avenue,4163652000,drvikubc@gmail.com,Private Practice
"","",0041522871,DENTUROLOGIE CHELHOT,DR. NOFAL CHELHOT,CA,MONTREAL,QC,H2L 2H2,200-1260 St Catherine St E,514-521-1234,info@Denturologie.com,Private Practice
"","",0041502690,Dr. Emil Svoboda,Dentistry Professional Corporation,CA,Brampton,ON,L6V 1B1,110 Queen Street East,905-866-6657,"",Private Practice
"","",0041524668,Dr. Nathalie Uong,"",CA,TORONTO,ON,M5V 0G2,25 Nelson Street,647 344 0101,info@theboutiquecondodental.com,Private Practice
"","",0041525754,DR. BRIAN KILDUFF,"",CA,SASKATOON,SK,S7H 0W2,1-3130 8TH STREET EAST,306-716-0265,brian_kilduff@hotmail.com,Private Practice
"","",0041516880,NATALIA KRASNOGYR DDS,"",CA,LONDON,ON,N6A 2T3,590 TALBOT ST,519 672-0230,"",Private Practice
"","",0041513312,DR. ZIAD NABIH,"",CA,TORONTO,ON,M9V 4N4,2-1701 MARTN GROVE ROAD,416-743-3344,znabih@yahoo.com,Private Practice
"","",0041520883,Dr. Ganske,"",CA,Ottawa,ON,K1Y 4S7,20-1620 Scott Street,613-728-1511,mccullough@hollandcrossdental.com,Private Practice
"","",0041526021,Clinique Dentaire Dre Marie-Eve Clo,Dr. Marie-Eve Cloutier,CA,TROIS-RIVIERES,QC,G8T 8Y2,101-250 RUE VACHON,819 374 7000,info@dentistecloutier.ca,Private Practice
"","",0041516466,Dr. Marshall Clarke Family Dental,"",CA,Sudbury,ON,P3E 3B6,201-1361 Paris St,705 586 8866,mclarke@yourfamilydentist.ca,Private Practice
"","",0041508805,DRE. VALERIE KHALIL,"",CA,GRANBY,QC,J2G 4Y3,475 DUFFERIN,450-360-0660,info@dentistegranby.com,Private Practice
"","",0041514792,DR. VANESSA CURRAN,"",CA,SARNIA,ON,N7S 2A9,102 - 929 MICHIGAN AVE,519-542-1213,office@currandentistry.ca,Private Practice
"","",0041521399,Smiles on Seventh & Clinique Scott,"",CA,DOLLARD-DES-ORMEAUX,QC,H9B 2K4,3633 Sources Blvd,514-717-4761,liliane.malczewski@gmail.com,Private Practice
"","",0041525244,Dr. S Ashraf,"",CA,PARKHILL,ON,N0M 2K0,280 Park Hill Main Street,519 294-0151,shamylaatif@gmail.com,Private Practice
"","",0041521311,Nobleton Dental Clinic,"",CA,Nobleton,ON,L0G 1N0,12942 Hwy 27,905-859-4518,vhurst80@hotmail.com,Private Practice
"","",0041507770,THE MIRA DENTAL LAB,MEADOWLARK PLACE,CA,EDMONTON,AB,T5R 1W2,407 - 8708 155TH ST,780-930-1459,miralab@shaw.ca,Private Practice
"","",0041520037,Dr. Steven Zhao,"",CA,Scarborough,ON,M1K 2W3,27 Chopin Ave,647 202 2402,stevenzhaoox@gmail.com,Private Practice
"","",0041524045,DR. AL FALSAFI,"",CA,WEST VANCOUVER,BC,V7V 1J6,1892 MARINE DRIVE,604-926-7621,info@belcantodental.com,Private Practice
"","",0041515877,Denturologie Bellechasse Inc,"",CA,SAINTE-CLAIRE,QC,G0R 2V0,97 Boul Bégin,418-883-2380,denturologiste@hotmail.com,Private Practice
"","",0041521030,Dev Dental Scarborough,"",CA,Scarborough,ON,M1T 0A2,G1-2330 Kennedy Road,416-292-4333,karn@devdental.com,Private Practice
"","",0041521397,Metro City Dentistry,"",CA,Woodbridge,ON,L4L 0G9,116-117 7777 WESTON ROAD,905-605-1117,info@metrocitydentistry.com,Private Practice
"","",0041515627,AFFINITY DENTAL,DR. SHAHRAM YAZDANI,CA,ORLEANS,ON,K1C 1T1,12 - 4025 CH INNES ROAD,613 518 1903,anika.chapdelailn@affinitydental.ca,Private Practice
"","",0041501956,MUHC/CUSM,Accounts Payable,CA,Montreal,QC,H4A 3J1,1001 Boul. Decarie,514-934-1934,payables@muhc.mcgill.ca,Private Practice
"","",0041516768,DR. FRANCOIS DUPONT,"",CA,BATHURST,NB,E2A 6X2,1020 RUE ST ANNE,506 547 0077,cliniquedentairechaleur@nb.aibn.com,Private Practice
"","",0041511030,DR. MICHAL WLODEK,"",CA,MONTREAL,QC,H1N 1M1,3 - 6645 MARSEILLE,514-254-4153,centre.dentaire@gmail.com,Private Practice
"","",0041511294,DR. SHELINA JESSA,"",CA,RICHMOND HILL,ON,L4C 5T2,G 100 - 9625 YONGE STREET,905-737-0677,info@rhsmiles.com,Private Practice
"","",0041517529,VILLAGE DENTAL,DR. JOHNNY SANDHU,CA,Chemainus,BC,V0R 1K0,9765 Chemainus Road,250-416-0568,"",Private Practice
"","",0041519255,OCEANSIDE DENTAL,DR. BLERINA MUZINA,CA,PARKSVILLE,BC,V9P 2B7,175 CORFIELD STREET,250-586-4404,BMUZINA@HOTMAIL.COM,Private Practice
"","",0041523022,HUNTER AND KING DENTISTRY,DR.SUNDEEP HUNTER,CA,VICTORIA,BC,V8P 5P8,108-3930 SHELBOURNE ST,250-477-0923,DRSANDYH@HOTMAIL.COM,Private Practice
"","",0041515023,DR. MARIE-CHANTAL BADEAU-LAROCHELLE,"",CA,QUEBEC,QC,G1W 2K8,201-3220 CH DES QUATRE-BOURGEOIS,418-659-7710,mcbsignature@gmail.com,Private Practice
"","",0041502957,WILLOW DENTAL ASSOCIATES,Dr.'S Williams / Elman/Farrow,CA,Mississauga,ON,L4Y 0G4,09-1185 Queensway East,905-279-5050,willowdental@on.aibn.com,Private Practice
"","",0041500345,GRANT BROWN DENTISTRY,PROFESSIONAL CORPORATION,CA,Oakville,ON,L6L 5G8,"1515 Rebecca Street, unit 201",905-827-1201,dr.ghb@hotmail.com,Private Practice
"","",0041506727,DR. FRANK LAU,"",CA,RICHMOND,BC,V7C 5L9,410 - 6091 GILBERT ROAD,604-278-5224,"",Private Practice
"","",0041512263,DR. RICKY LEUNG,"",CA,THORNHILL,ON,L3T 4X1,201 - 2900 STEELS AVENUE EAST,905-881-3434,"",Private Practice
"","",0041507179,DR. SHAMMICK KOTECHA,"",CA,ST GEORGE BRANT,ON,N0E 1N0,75 MAIN ST S,519-448-3733,shammick@gmail.com,Private Practice
